Timestamp,User Count,Type,Name,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%,Total Request Count,Total Failure Count,Total Median Response Time,Total Average Response Time,Total Min Response Time,Total Max Response Time,Total Average Content Size
1773570490,6,,Aggregated,82.200000,20.400000,3,3,3,3,3,4,5,7,44,2000,2000,7631,718,3,4.439982505551495,0.946600004681386,2038.446999998996,595.3155549731359
1773570491,6,,Aggregated,81.900000,20.500000,3,3,3,3,3,4,5,7,44,2000,2000,7713,740,3,4.4201175029019835,0.946600004681386,2038.446999998996,595.5438869441203
1773570492,6,,Aggregated,81.900000,20.400000,3,3,3,3,3,4,5,7,44,2000,2000,7799,759,3,4.397909642249704,0.946600004681386,2038.446999998996,595.8456212334914
1773570493,6,,Aggregated,81.900000,20.500000,3,3,3,3,3,4,5,7,44,2000,2000,7882,780,3,4.382101014954482,0.946600004681386,2038.446999998996,596.0981984267952
1773570494,6,,Aggregated,82.100000,20.400000,3,3,3,3,3,4,5,7,44,2000,2000,7962,801,3,4.361692024604687,0.946600004681386,2038.446999998996,596.3558151218286
1773570495,6,,Aggregated,82.100000,20.500000,3,3,3,3,3,4,5,7,44,2000,2000,8042,820,3,4.352541867678207,0.946600004681386,2038.446999998996,596.5754787366327
1773570496,6,,Aggregated,82.100000,20.600000,3,3,3,3,3,4,5,7,44,2000,2000,8127,840,3,4.331274209408767,0.946600004681386,2038.446999998996,596.8032484311555
1773570497,6,,Aggregated,81.800000,20.500000,3,3,3,3,3,4,5,7,44,2000,2000,8211,862,3,4.320864888554291,0.946600004681386,2038.446999998996,597.0364145658264
1773570498,6,,Aggregated,81.700000,20.300000,3,3,3,3,3,4,5,7,44,2000,2000,8295,883,3,4.3027080048116755,0.946600004681386,2038.446999998996,597.2858348402652
1773570499,6,,Aggregated,81.800000,20.400000,3,3,3,3,3,4,5,7,48,2000,2000,8377,903,3,4.2963928136550384,0.946600004681386,2038.446999998996,597.5013728064939
1773570500,6,,Aggregated,81.700000,20.500000,3,3,3,3,3,4,5,7,48,2000,2000,8458,923,3,4.280840245922941,0.946600004681386,2038.446999998996,597.6672972333885
